logFC	logCPM	PValue	FDR
Saci_1492	-0.51214863679584	8.92364887462843	0.0912194990049581	0.268786238907785
Saci_1908	0.519769181850665	8.63291220655104	0.091879880105969	0.269931127056885
Saci_1245	-0.553882400340948	9.42524573653477	0.0925765051430781	0.271175426569548
Saci_0985	-0.536873850935949	12.9411351568122	0.0931150038644634	0.271950584815918
Saci_0888	0.665714913158075	7.3413184505479	0.0935675814293582	0.272376738193021
Saci_0138	0.708012930365167	7.09597414945414	0.0938095110392881	0.272376738193021
Saci_1091	0.816913860705854	7.22505442716521	0.0945956495821518	0.273858542376317
Saci_0940	0.593253719866866	7.55191526328893	0.096311612717825	0.27801578903721
Saci_1558	-0.562977980429486	10.7271297956069	0.0966768467393069	0.278261184962701
Saci_0667	-0.530274364496307	10.2001356137579	0.0969876481321972	0.278348943916971
Saci_1570	-0.531416493421244	9.84816910790589	0.0977678193900759	0.279779379407335
Saci_0986	-0.600453008393018	9.01025971747807	0.0993023825566641	0.283354212295309
Saci_0060	0.571641386708146	8.74280425004637	0.101407181546491	0.288531035173826
Saci_1639	0.509006070208927	9.00948814807714	0.105127730299847	0.298262389107851
Saci_1285	-0.593323124949395	8.37680457401736	0.109429009569772	0.3091044919341
Saci_1960	-0.654959864869368	6.76849250796478	0.109571783646327	0.3091044919341
Saci_2189	0.521013927936585	9.44581449474488	0.110492691900285	0.310187841358298
Saci_0265	0.496922611959172	10.6211575491132	0.110948097740806	0.310187841358298
Saci_0446	-0.62997221175617	7.12419600182123	0.111018557026663	0.310187841358298
Saci_0703	-0.548363903727023	7.68565721737758	0.111205308684345	0.310187841358298
Saci_1167	0.718366381498458	7.44800226532835	0.11242513755359	0.312358405669417
Saci_0702	-0.548280230568485	7.56746336339749	0.112612597411532	0.312358405669417
Saci_1138	-0.612514015987424	7.53068561111938	0.113352973866659	0.31353622019385
Saci_0003	-0.510587571495688	9.89173043694108	0.114004497201214	0.314462404780014
Saci_0236	-0.667846502028152	7.84736542973884	0.116415342294368	0.320222811352652
Saci_0922	0.501772140775852	9.25907144680088	0.117135233760296	0.320965891522601
Saci_2164	0.657699100931683	7.30572377206966	0.117331942218232	0.320965891522601
Saci_1668	0.510802332560471	10.3642435424799	0.119006417158066	0.324652121532856
Saci_1915	0.590954380311042	7.40629673760513	0.119556525777134	0.325259260538888
Saci_0049	-0.510708502529858	8.93830600095805	0.122303039509537	0.331822180964399
Saci_1730	-0.557021644647285	8.32821308293152	0.123435839472729	0.332461333811358
Saci_0867	0.552694381035379	7.63423806460573	0.123454759174757	0.332461333811358
Saci_0899	-0.467292966774406	10.8909286985401	0.123543033410263	0.332461333811358
Saci_1478	-0.576617072753313	7.79767921857971	0.125645370969554	0.336559758959419
Saci_0761	0.716168353608808	7.6028220494686	0.12574387771797	0.336559758959419
Saci_1768	-0.469612235800097	9.11082028607592	0.126261626082048	0.336956967183334
Saci_0294	0.550939922068193	8.11847825050003	0.126570945377023	0.336956967183334
Saci_0449	-0.468979260978294	9.34272104771093	0.127252939918255	0.33786676293804
Saci_1660	0.599657734547169	8.36340210471717	0.127875759188509	0.338615010331172
Saci_0160	0.499132662103459	9.6452045403337	0.12970145322613	0.342536018759434
Saci_0097	0.480639453890915	9.65434663825283	0.130714987091509	0.344297034965168
Saci_2314	0.490939255700172	8.36120868069306	0.131685159389724	0.345934823476179
Saci_1773	0.47562795483778	9.30204409337314	0.132593734398202	0.347402581154128
Saci_2115	-0.466164905914144	9.41901616046583	0.133829813822521	0.349651179021653
Saci_1326	0.510050881602442	8.51199985100634	0.134585086015067	0.349651179021653
Saci_0414	-0.456107530593724	12.5567679144149	0.134817777781638	0.349651179021653
Saci_0216	-0.454135496542348	10.8837307539381	0.134860424537053	0.349651179021653
Saci_1026	-0.629501330308409	8.28263023248253	0.135840963036141	0.351276240351272
Saci_0474	-0.477578408589659	9.63219992434984	0.13657098039155	0.35224671046444
Saci_0765	-0.474266943386179	11.751157619505	0.137928218861439	0.354825702925931
Saci_1561	0.742867849655248	6.95064464457406	0.138372937274837	0.355049939829234
Saci_1389	-0.689399394690056	6.68512682349921	0.139392804067808	0.35613766463628
Saci_2323	0.520007276568898	7.65150724222383	0.139981440363303	0.35613766463628
Saci_1504	-0.481608218983072	9.7027736752175	0.140426680187114	0.35613766463628
Saci_1921	0.54627510040684	7.62431222048393	0.140570114865323	0.35613766463628
Saci_1506	-0.472608629402354	11.1081809606354	0.140590095203849	0.35613766463628
Saci_0164	-0.461802123852519	10.1885892218583	0.141438591442536	0.357375372270836
Saci_0017	-0.523941522500777	7.63300106100004	0.143145366113418	0.360038969767835
Saci_0550	-0.441346034872862	10.4804981378576	0.143217918487709	0.360038969767835
Saci_1495	-0.449639615039678	8.44652387761592	0.145873393852847	0.3657885861007
Saci_2265	-0.513034843142745	10.1243275656169	0.148405572272806	0.371200839463214
Saci_1323	0.448329379543484	9.97468797806445	0.150438961346056	0.375341428685009
Saci_0637	0.433175042547254	9.33162744358389	0.150975247413207	0.375735390178733
Saci_0943	0.57374088037874	7.65584732292691	0.154190967305052	0.382779076334792
Saci_0916	0.547320848619347	7.66377485397961	0.155298713357303	0.384567636817461
Saci_2245	-0.446765650379111	8.92303327651703	0.156967723048842	0.386857488242276
Saci_1251	-0.41882812556682	9.06914563717665	0.157002585862676	0.386857488242276
Saci_0610	-0.483015408891909	8.00905815083913	0.158502520895613	0.389586641706296
Saci_0920	-0.45059090699282	10.7941215373523	0.158952495606455	0.38972797070916
Saci_0567	0.420857543473762	10.4730727046372	0.159941961683958	0.391165682460598
Saci_0473	-0.486493985671276	7.81242964573511	0.160680847763636	0.391165682460598
Saci_2279	0.428459863984313	8.97056420294027	0.160993651774238	0.391165682460598
Saci_1455	0.51170299354358	7.46748184067448	0.161473861113994	0.391165682460598
Saci_1784	0.436992269228002	8.78382165715023	0.161508489233479	0.391165682460598
Saci_0134	-0.447162629094635	9.68502363960353	0.163656846148178	0.39508989818505
Saci_1499	0.542335654029035	8.03301952841486	0.163937465165984	0.39508989818505
Saci_2357	-0.568075827629276	7.28456405027227	0.164322384642926	0.39508989818505
Saci_0304	-0.565004183506031	7.99214079206058	0.166868617238023	0.400242842795548
Saci_2113	0.535207056930672	7.34316802077545	0.170014076472836	0.406804766114521
Saci_1011	-0.42513042231332	10.8769799035654	0.170443442400189	0.406851774767759
Saci_0239	0.46463194087176	8.45746359190994	0.173843254337477	0.412320467274115
Saci_1257	-0.707082447662953	7.07611168728567	0.17455436947606	0.412320467274115
Saci_0800	-0.420305526762716	10.3439390360667	0.174879909840802	0.412320467274115
Saci_1629	0.505543736470862	10.0199958486414	0.175288082225006	0.412320467274115
Saci_0093	0.455080280078126	8.02781583420161	0.17538730849884	0.412320467274115
Saci_1894	-0.591846823542395	11.7775904770321	0.175676124516486	0.412320467274115
Saci_0528	-0.461938889462115	8.87003262451881	0.175885750599763	0.412320467274115
Saci_2039	-0.455440468603234	7.99661910442494	0.17647043500894	0.412320467274115
Saci_1939	0.453782616738225	7.95931520362991	0.176471499085094	0.412320467274115
Saci_2122	0.457418842290628	7.79181891539338	0.177918341656973	0.414725148510269
Saci_0787	-0.420883207466188	9.71809125722448	0.179944124195111	0.417758063058763
Saci_0075	-0.415512101215872	8.5625216102004	0.180060877129054	0.417758063058763
Saci_0430	-0.411821717987756	10.3456999912325	0.183599178828801	0.424974323023309
Saci_1585	0.393060417360108	9.18362655512625	0.185642859307273	0.42781571183911
Saci_2334	0.448039065379254	8.53869747447456	0.186664842285677	0.42781571183911
Saci_0999	-0.455751888047322	10.2780995601889	0.186860466932098	0.42781571183911
Saci_0287	0.527865018734052	7.29379224763405	0.187496042639117	0.42781571183911
Saci_0445	-0.399064671111514	8.58932844035672	0.187755852575939	0.42781571183911
Saci_2227	0.587178012291735	10.9335132107644	0.188429651769319	0.42781571183911
Saci_0286	-0.527413472828153	8.58436891969539	0.188615356384351	0.42781571183911
Saci_0440	0.486315284172537	8.9462408724891	0.188914224928152	0.42781571183911
Saci_0994	-0.414862099939112	8.53184766586973	0.189194434925995	0.42781571183911
Saci_2277	0.399152260736489	9.6823295305172	0.189287500645412	0.42781571183911
Saci_2169	0.434899794968478	8.69963239550405	0.189565874329515	0.42781571183911
Saci_1855	0.469954459611705	7.63476943528332	0.192188904010425	0.432751885901025
Saci_0825	-0.433663631732048	11.8152711882262	0.193601514010221	0.434077569428859
Saci_1566	-0.500142459280681	7.61222064383482	0.193651926744194	0.434077569428859
Saci_1074	-0.426575484303193	8.52258316311296	0.195464663285691	0.437047478142944
Saci_0361	0.45592936598263	8.34274943819105	0.19645992530806	0.437047478142944
Saci_0846	-0.428502642442252	8.24796121851578	0.19685789760123	0.437047478142944
Saci_0944	0.427848183621114	10.5397635139378	0.196963049686691	0.437047478142944
Saci_0434	0.462388289564521	7.82902003092444	0.197177512797622	0.437047478142944
Saci_1212	-0.398072989672218	11.9168614334883	0.197990491473119	0.437872066888212
Saci_1274	-0.396851738052335	11.8209015908552	0.198659784004032	0.438375923368898
Saci_2253	-0.42917099752986	7.80114306253035	0.200435528158779	0.441313701688842
Saci_0219	-0.49049882909592	8.94331876877932	0.201347801422605	0.442341519497006
Saci_1920	0.391213118434388	8.75584652122603	0.207076135937379	0.453921860895845
Saci_0425	-0.389981964241496	11.0973314324295	0.209501619211155	0.457888660777287
Saci_0641	-0.374459663582782	9.1832507342166	0.210226229215351	0.457888660777287
Saci_1396	0.524435975264914	7.31950964323305	0.210646790489916	0.457888660777287
Saci_0124	0.461695731548962	7.3581847926655	0.211169483022335	0.457888660777287
Saci_0711	-0.417386652311891	9.47001536424118	0.211191346058406	0.457888660777287
Saci_0924	-0.380498095610966	9.53086574115524	0.213335735332934	0.461530250949027
Saci_1786	-0.422451480196296	8.57177809662948	0.214064294986013	0.461606876995192
Saci_2349	-0.454800035620307	10.2120137572765	0.214300876429792	0.461606876995192
Saci_2162	0.403212279373229	8.9166452741331	0.215249763199272	0.462647218304928
Saci_1219	-0.376524052158635	10.3342438093009	0.217116940507631	0.465630326594946
Saci_0500	0.447967199224673	7.47938612337861	0.217575500040337	0.465630326594946
Saci_1363	0.400410293958102	8.25239966994736	0.220102630735211	0.46903733668786
Saci_1077	-0.427199650058617	10.4949539297762	0.220112184185844	0.46903733668786
Saci_1909	-0.388116991920511	9.0817068335235	0.2216833321123	0.471373766140287
Saci_1199	0.55326591669298	7.20507927064664	0.222978011177625	0.472382307622922
Saci_2303	-0.422039370082336	11.0075594798497	0.223109065735297	0.472382307622922
Saci_2254	0.430003679267254	12.2508890826656	0.225926102849063	0.477328978998126
Saci_0948	0.433544100035092	7.96821974159379	0.226865474168359	0.477774287732157
Saci_1690	0.397076542656928	9.76603317399497	0.227701426828534	0.477774287732157
Saci_0165	0.456772619528417	7.48241846206907	0.227747853863637	0.477774287732157
Saci_0298	-0.394901674365569	9.37593771388031	0.228061442482419	0.477774287732157
Saci_2129	0.490627669232142	7.34284062913884	0.230399720084057	0.481656677986249
Saci_0317	-0.633707735295619	7.27225931711302	0.230947726631672	0.481788009548845
Saci_1866	0.4376882220782	7.36707675360902	0.232011217523071	0.482991905661235
Saci_1737	-0.381558537423305	8.69777944226632	0.233113243042524	0.484270816613445
Saci_0010	-0.384021885434248	9.7153630311554	0.234586971987909	0.486314954455102
Saci_1220	0.398736388597449	8.27693536388649	0.236544718318712	0.489351886021836
Saci_0939	0.446832990497353	7.40426444061609	0.237201554312477	0.489690526886257
Saci_1320	-0.451752058146223	7.2654774558713	0.238066718274928	0.490207956856741
Saci_0911	-0.466986400101875	6.99959285558878	0.238439519800409	0.490207956856741
Saci_1238	-0.381993617063166	10.8859094379275	0.239630619623426	0.490497740088865
Saci_1721	-0.397447765101861	7.89817182346768	0.239970516026406	0.490497740088865
Saci_1574	-0.372908065123949	8.24630608573321	0.240062338049535	0.490497740088865
Saci_1912	0.36500266457838	9.56324888885498	0.242119340737537	0.493684815918634
Saci_0130	0.43233976693666	7.53970435283335	0.246024777753488	0.500620090797568
Saci_0337	-0.495702340483069	6.99623868269405	0.248414858097118	0.504449803865926
Saci_2266	-0.371253647083255	9.23128971356489	0.250686643286676	0.506009641575199
Saci_1430	-0.372284826931772	10.1249762282349	0.250898703120063	0.506009641575199
Saci_1917	0.382572345353636	8.22759433360859	0.251093442493892	0.506009641575199
Saci_1060	0.465715794704466	7.13540515363975	0.251221302413467	0.506009641575199
Saci_1572	0.41045153869063	8.88038964928441	0.252285576173803	0.507124650082158
Saci_0872	-0.350201309830158	8.65931510318992	0.256344468938848	0.514242540719749
Saci_0759	-0.554445078258343	7.01463419792831	0.259167721323947	0.518857958215079
Saci_1261	-0.440757308175508	8.10941170874971	0.259939089556744	0.519355162836715
Saci_1897	-0.418898131661004	8.60143140020779	0.262455528225272	0.522879246778616
Saci_1483	-0.334484824207053	9.35952801534286	0.263417529117601	0.522879246778616
Saci_0619	-0.335656736694542	9.6840835349475	0.26374353465937	0.522879246778616
Saci_2325	0.443931545678313	7.46933414114438	0.263809166803713	0.522879246778616
Saci_0565	-0.384112339948564	7.85515277266699	0.264563219190546	0.523261878093967
Saci_1211	0.340759404026989	10.465541968669	0.265056117503792	0.523261878093967
Saci_0748	-0.33834286071386	8.89854843741479	0.266821420451904	0.524076440060195
Saci_0507	0.339732802247186	11.9658556591437	0.267022214805916	0.524076440060195
Saci_0971	-0.338134877454012	12.0010129371938	0.267052042971257	0.524076440060195
Saci_0745	-0.346942116928892	8.80397449421608	0.268301739587732	0.525490389370054
Saci_0926	-0.369690924162092	7.76752417357745	0.268855743210526	0.52553888387412
Saci_0555	0.346803737245834	8.57062809250105	0.271142477375329	0.528967544270533
Saci_0072	-0.430970852501441	8.59080320628937	0.272563429583792	0.530221594782704
Saci_0334	0.391195346771127	7.79068645058482	0.273311291214238	0.530221594782704
Saci_1003	-0.394350767588318	8.14896066878443	0.273387166695614	0.530221594782704
Saci_0199	0.408631692323869	7.28947352171225	0.275154460141233	0.532608925770457
Saci_0263	-0.403948758465822	8.05905092602959	0.276273089098626	0.532761996865226
Saci_2127	-0.415292063186624	7.46763816765954	0.27659757747534	0.532761996865226
Saci_1949	0.384398775536603	7.59016949062285	0.27721967948619	0.532761996865226
Saci_1364	0.447016217666237	7.36280168600398	0.277810752132346	0.532761996865226
Saci_1284	-0.350109941745382	8.58628085900316	0.278176680597253	0.532761996865226
Saci_2128	0.445568577777457	7.05179314347659	0.278452644887263	0.532761996865226
Saci_0058	0.371156797739487	7.97669774507807	0.279061789388878	0.5329006862753
Saci_0421	0.339215956556756	8.86604721358987	0.28160254675129	0.53611565656085
Saci_1470	0.380224948888405	11.9962932315437	0.281825148766126	0.53611565656085
Saci_0725	-0.328780110889651	8.65494289380651	0.282701827167225	0.536755094411194
Saci_0016	-0.437647124909644	7.81283388325126	0.286172127727945	0.54230710464475
Saci_1632	-0.326930437091752	11.5709914059933	0.290596639826311	0.548936425463583
Saci_0956	0.314095745001352	9.12870750005396	0.290775991735997	0.548936425463583
Saci_1910	0.349672947215427	9.63916203358313	0.293143414606348	0.550589678545531
Saci_0687	-0.338096303564445	9.97758257971997	0.293388017914445	0.550589678545531
Saci_1443	0.492186086710349	6.83267741927579	0.293755870404987	0.550589678545531
Saci_0232	-0.32048247758168	9.48427190998635	0.293869616947766	0.550589678545531
Saci_0921	-0.376613026192533	11.9850022229679	0.295036577205578	0.551735068107606
Saci_1707	0.320387414664833	9.83264525636962	0.298164714777416	0.556536770251832
Saci_1227	-0.332383505089104	9.79520419453552	0.29929557519133	0.55751443661437
Saci_2123	-0.311588885741499	9.16683777973627	0.299811388874193	0.55751443661437
Saci_1663	-0.461669689515902	7.53485991078556	0.300927065946192	0.558543133616016
Saci_0699	0.381607754555707	7.62946361239918	0.301596263705869	0.558604077199343
Saci_0388	-0.317158284770666	10.6692300529274	0.302084984346473	0.558604077199343
Saci_1827	0.373134634782794	7.49752212672245	0.304085407277279	0.559908696141869
Saci_0240	-0.305114213109595	9.26921486081026	0.304280784243627	0.559908696141869
Saci_0127	0.360578410048604	7.98683535107822	0.304482070409476	0.559908696141869
Saci_2211	0.331037569366185	8.55764057168239	0.30558446790648	0.560897184161062
Saci_1599	-0.415641530520792	11.0360919694594	0.308180471138836	0.564618464651041
Saci_1482	0.364407948200562	9.17239773919088	0.308842153392803	0.56478868935369
Saci_1100	0.343908890757179	8.27597107101026	0.312771290582438	0.570922594758016
Saci_1164	0.39666380728564	7.18916546509399	0.314892430721354	0.572689585958199
Saci_2304	0.31168660621028	8.88164051807328	0.31489276327611	0.572689585958199
Saci_0269	0.325640652355475	8.87476846343718	0.316587580268949	0.574719318477269
Saci_0411	-0.334883757752552	10.2412503235728	0.317239280200413	0.574851469414251
Saci_0504	-0.305891421085853	11.6508982884025	0.3212019539436	0.580181313346556
Saci_0666	0.352854784226753	7.94993644012458	0.321583410719839	0.580181313346556
Saci_1680	-0.34436908847337	9.87997103754029	0.322009821798203	0.580181313346556
Saci_2099	0.345238046841863	9.20809645844739	0.322517708929808	0.580181313346556
Saci_2353	0.300789632467718	11.2951813135089	0.326928847016874	0.585896288960105
Saci_2339	0.302008425788261	9.23097305240545	0.32700425676398	0.585896288960105
Saci_2276	-0.316452319672464	8.18530539310626	0.327464693225436	0.585896288960105
Saci_0496	-0.33260213243995	7.47178354800976	0.329078653814905	0.58669644183944
Saci_1505	-0.317630522244739	12.1983424627361	0.329958060697771	0.58669644183944
Saci_0360	-0.421743678540203	7.55021740050979	0.330258126581654	0.58669644183944
Saci_0830	-0.305570367618183	11.5543287239548	0.330275237651809	0.58669644183944
Saci_0989	-0.320301558310462	10.7016822306649	0.333977931005182	0.592214438371689
Saci_1051	0.424727258888407	6.84181291817681	0.337749609199653	0.597834869759813
Saci_0829	-0.297601171532541	11.5618018075227	0.339178036050145	0.599294999640203
Saci_2302	0.433103348759921	7.06438097589974	0.340456116241047	0.600484766300817
Saci_2192	0.359014059176853	7.7647660371961	0.34124608781443	0.600810931205193
Saci_2207	-0.481253136921238	9.51667994904739	0.343099661494657	0.603005245777335
Saci_1828	-0.289767344829674	10.5550683991826	0.345377217362024	0.604737119289883
Saci_0178	-0.322190099586095	10.263581124533	0.345525490399733	0.604737119289883
Saci_0147	-0.345706307255263	8.28350365232141	0.345912068234294	0.604737119289883
Saci_0046	0.292188862347628	11.4454535109904	0.346924937565202	0.605441938492523
Saci_1025	0.316547794320626	8.77687605522878	0.351034012005909	0.610906977972939
Saci_1489	-0.282873318305841	9.13860627377308	0.351286892671247	0.610906977972939
Saci_1201	0.314942706463666	7.75244194618119	0.3578484723963	0.621229952953716
Saci_0079	-0.464036030535923	7.02563630732829	0.359996917062882	0.623367003473593
Saci_0227	0.322760614231495	7.72951754602646	0.360767725877884	0.623367003473593
Saci_0559	0.40015386832634	8.06164123045461	0.361152895032495	0.623367003473593
Saci_2036	0.291576130498602	9.62816831079713	0.362790512659106	0.623367003473593
Saci_1007	0.409482903978777	7.12110421643592	0.36333259818475	0.623367003473593
Saci_2282	0.280484606954814	9.49137095863385	0.363366159658845	0.623367003473593
Saci_0320	0.462595050778547	7.26651600374328	0.363992250320335	0.623367003473593
Saci_2246	0.292226320123425	8.3865843469614	0.364101573025865	0.623367003473593
Saci_0131	0.323440728042911	7.82659178087214	0.365538263745993	0.623908042123315
Saci_1390	0.33882221830699	7.42605644762198	0.366278786817646	0.623908042123315
Saci_1381	-0.290000124024915	9.71256635261913	0.366302506100597	0.623908042123315
Saci_1071	-0.355825833278041	10.0317243380017	0.367009378940982	0.624041632343142
Saci_0152	0.303488189469117	8.15391203083565	0.369668539931288	0.627312209529212
Saci_1497	-0.405976061375674	6.96067643244978	0.370790684241582	0.627312209529212
Saci_1225	0.27842711279972	9.88646264529267	0.371425066747139	0.627312209529212
Saci_1919	0.265989297139235	9.11564124569981	0.372018863416584	0.627312209529212
Saci_1626	-0.328281319732324	10.3729970810282	0.37209153213767	0.627312209529212
Saci_0125	-0.264629212719958	9.30289491997149	0.373168235765334	0.627907326003592
Saci_2289	-0.265887376592255	9.5309474513252	0.373709194026307	0.627907326003592
Saci_0228	-0.314607074308259	8.31521895611804	0.375775325270194	0.63031232769139
Saci_1491	0.330531978738305	7.95380206077436	0.37649509481794	0.630345157042266
Saci_1292	-0.270141944301787	10.8359565279751	0.377064474605344	0.630345157042266
Saci_1905	0.307385988219023	8.07754272337671	0.380622799251468	0.635224268330601
Saci_1769	-0.322632972972172	11.7330677427985	0.382059353921511	0.635797426337699
Saci_0929	-0.278022884846019	10.6700763329261	0.382385680535323	0.635797426337699
Saci_1402	-0.292953894096717	10.4862866955646	0.382887070443046	0.635797426337699
Saci_1343	-0.280283474905289	12.9495345784421	0.38463954553662	0.637530231075502
Saci_1165	0.397973341707396	7.4790294820336	0.386531946832224	0.637530231075502
Saci_0364	-0.266151747288849	10.0065450256738	0.386620100437046	0.637530231075502
Saci_0995	0.316633022881831	7.50317632688592	0.386653803124744	0.637530231075502
Saci_2275	-0.262110553928769	9.15756251043146	0.3871407143389	0.637530231075502
Saci_0412	0.349112903117465	7.22563747508743	0.388393258646614	0.638366246161975
Saci_0047	0.268052904386238	12.0537041344387	0.388934117752261	0.638366246161975
Saci_0044	0.263684909035255	9.45796186608017	0.390481736864608	0.639848786644482
Saci_1401	-0.273927931687208	10.0869492611257	0.391430640039224	0.640346994331054
Saci_0156	-0.28587780874478	13.1028695632784	0.392539913650594	0.641105483972105
Saci_1498	-0.347842203453854	6.90933212646766	0.395498672572624	0.644877145918909
Saci_1800	0.285931877960822	9.71923308278821	0.396301259829095	0.645126477066052
Saci_1715	0.302748113976931	7.47774730270076	0.398305147167342	0.64676712498347
Saci_1132	0.278750392175948	8.13953856924435	0.398611762829692	0.64676712498347
Saci_0992	-0.258869735353243	10.7836729259454	0.399873891645052	0.647756565095493
Saci_1147	0.252752938687441	9.06629031071025	0.401521065086074	0.647950438431998
Saci_1194	0.257235669280374	9.16215440587137	0.402338487335777	0.647950438431998
Saci_0934	-0.359796046518103	7.03386354592736	0.403715862452057	0.647950438431998
Saci_2324	-0.275657162226088	8.64725062217191	0.404144570167962	0.647950438431998
Saci_2242	0.264502535177022	11.2437426897448	0.404183049078251	0.647950438431998
Saci_1621	-0.261902161126527	9.87785888767209	0.404610279664827	0.647950438431998
Saci_0357	-0.454722012488803	7.37465035235906	0.4054644537143	0.647950438431998
Saci_0155	0.266315079892571	10.7577496661464	0.405984653325158	0.647950438431998
Saci_0340	-0.247905562320344	9.33498485111987	0.406063247916944	0.647950438431998
Saci_0111	-0.315060288429006	8.07484692431866	0.406765849314858	0.647950438431998
Saci_1834	-0.300006257561397	8.24649132465728	0.40717127248899	0.647950438431998
Saci_0243	-0.257329331718247	10.0839108998377	0.408020432608128	0.648262863327794
Saci_0316	0.341493536972301	7.17224102955632	0.411739517652425	0.652059523221526
Saci_0970	-0.261985671571103	8.43749497888716	0.412021732298185	0.652059523221526
Saci_1266	0.257294637868319	9.28251224427577	0.412380040869203	0.652059523221526
Saci_0328	-0.363781096667793	6.62503207403245	0.415461180071082	0.65588704580379
Saci_1683	0.244493288665617	9.18859449502078	0.419755913506179	0.661615273193073
Saci_1514	-0.321893903220322	7.02342667661867	0.421251456014088	0.662920278640236
Saci_0102	0.294035075989803	7.42182886783545	0.424002204978043	0.666103731082665
Saci_0167	0.287468420960345	7.49017411028599	0.424690592931279	0.666103731082665
Saci_1242	-0.238909718648046	9.56871767490336	0.425516285984912	0.666103731082665
Saci_2320	0.321494631587453	7.14497454603951	0.426311912077578	0.666103731082665
Saci_1049	0.245581614455439	9.38190877175898	0.427680452204622	0.666103731082665
Saci_0116	-0.349011951902127	7.80207953424183	0.427968642853185	0.666103731082665
Saci_1885	0.327184132174073	7.64342640329405	0.428494293352741	0.666103731082665
Saci_0278	-0.263679123295614	13.6661961768372	0.428640769548664	0.666103731082665
Saci_1884	0.247208979134935	9.55486773699966	0.430791897444493	0.667542601458233
Saci_1398	0.248345608128938	12.3790688380532	0.430911185835577	0.667542601458233
Saci_1782	0.404901582972624	7.35562605457907	0.433424239898673	0.669901829310375
Saci_0840	-0.268162743450113	10.4310422015076	0.434349923527308	0.669901829310375
Saci_1325	-0.241029938666814	8.51961786245304	0.434457983963627	0.669901829310375
Saci_1535	0.275299467527955	8.06850326941572	0.435970349939427	0.670629842152405
Saci_0393	-0.268950668968447	7.83205626756988	0.43628084393802	0.670629842152405
Saci_1788	0.257561102404936	9.24317799339041	0.438083351973057	0.672359765856639
Saci_0546	-0.234332790921013	8.83819396858125	0.440562452283976	0.674704371700039
Saci_2366	-0.266957094310588	10.7865192409103	0.440969926720368	0.674704371700039
Saci_1686	0.255036971137783	8.51932373937187	0.442105271732293	0.675400822815641
Saci_1414	0.270423111369718	10.8501131159333	0.445319480897639	0.678456173830089
Saci_2152	0.265636873667834	8.0928729024777	0.445471727429223	0.678456173830089
Saci_1214	0.303009544116113	7.32738746963404	0.446325171944277	0.678715001134252
Saci_0804	0.267357332983486	7.81386393366556	0.448274213456931	0.680144521176619
Saci_0034	-0.244737171942214	11.04059582797	0.448635107120529	0.680144521176619
Saci_0693	0.271933234134037	7.7524412723986	0.451177009644275	0.682507581154433
Saci_1035	-0.361261846355304	6.48215226887529	0.451802279203175	0.682507581154433
Saci_1852	0.29638642374283	7.13664186933449	0.452255778851578	0.682507581154433
Saci_0389	0.257506862873971	8.06950539774988	0.454093725522146	0.684241380035647
Saci_0119	-0.230599126582785	8.64645236199144	0.459061783643303	0.690352202483386
Saci_0048	-0.259263590211335	7.62763076158672	0.459539582921972	0.690352202483386
Saci_1468	0.337635041693318	7.23582592972176	0.460656108967093	0.69098416345064
Saci_0906	0.239717651321729	9.53807858507358	0.461638013058555	0.691412589694035
Saci_1689	0.254576794591692	8.15342521217045	0.46353070740661	0.693201795865607
Saci_0128	-0.213422473893104	9.0142690936693	0.464467486533373	0.693558216733292
Saci_0982	0.327284413245977	7.10183809533758	0.46647460287073	0.695509430406359
Saci_1333	-0.234130144064157	8.91859815090091	0.467467827216408	0.695945355960859
Saci_2168	0.22382316000736	9.73332058999215	0.468963519937744	0.697126909129012
Saci_2088	0.339238257354997	7.07942283217173	0.472906345720237	0.701704176104602
Saci_0768	-0.247785166711169	8.03439038141727	0.473822855389582	0.701704176104602
Saci_0871	0.315565238973256	7.18227889868773	0.474627338456709	0.701704176104602
Saci_1076	0.236029296251985	9.22794607711762	0.474869291381966	0.701704176104602
Saci_0405	0.217014503839033	8.62406028336786	0.476561257991519	0.703157992846327
Saci_1780	0.271762841061759	7.27008944715393	0.478110320915225	0.704396956481927
Saci_1290	-0.246379788997466	7.92347786317657	0.479446484416068	0.705319050407638
Saci_1217	0.263872937994903	8.44745599877268	0.480257344187699	0.705466779257967
Saci_1356	0.241970926873162	8.20512050778744	0.48154873993297	0.705893515254206
Saci_1625	-0.25340773155229	8.08944398468905	0.481969590475682	0.705893515254206
Saci_0680	0.376183653447711	6.67930722413126	0.482682011394179	0.705895783968218
Saci_1806	0.229493762402204	9.17775214426919	0.483796374108472	0.706484999249577
Saci_0226	0.216170752233516	9.20182335540578	0.48480612086821	0.706919938358491
Saci_1512	-0.273421039276636	7.56510407304062	0.488976231114358	0.711246400736215
Saci_1697	0.227429668455582	8.3385757857615	0.489205731825614	0.711246400736215
Saci_1250	0.229983275305808	8.20000658798885	0.491922508214685	0.713886027948502
Saci_1391	-0.250587534597326	7.93185659592685	0.492459143146751	0.713886027948502
Saci_1818	0.271793651713994	7.32583472111781	0.496596416524971	0.718834171442122
Saci_0791	-0.29338840946727	6.95859190303277	0.497992076893371	0.719805141710505
Saci_0099	0.248218097605875	9.0395591461629	0.499840606482349	0.720654679617902
Saci_2346	-0.26965549268571	7.30982783137869	0.500031293309904	0.720654679617902
