logFC	logCPM	PValue	FDR
Saci_1584	-0.65759031724896	11.3121263997005	0.0487072114954108	0.19913316988899
Saci_0012	-0.65105782459297	9.38611016384759	0.048730473598212	0.19913316988899
Saci_0025	-0.659967932135913	8.21726943068054	0.049391117727526	0.200038879639123
Saci_0930	-0.639799427332766	12.2478879435373	0.0494341400663962	0.200038879639123
Saci_0023	-0.70509385678801	11.6072328163551	0.0495564596084837	0.200038879639123
Saci_2364	-0.622212382290459	9.72050489920095	0.0505346375629658	0.203161518623583
Saci_0900	-0.627540054796764	11.1212847031222	0.0515243441224374	0.206305135941856
Saci_1218	-0.663179599329453	11.3585384392189	0.0524060407724424	0.208992765008174
Saci_1838	0.700724314150194	7.62119397224359	0.0538078440974318	0.213086604612628
Saci_1659	-0.642077375874824	13.2860705052211	0.0538617701488114	0.213086604612628
Saci_1633	0.648821659153381	8.94032652330354	0.0545675007471529	0.214637292828302
Saci_1321	-0.690216731540298	9.99751552837713	0.0546860373469893	0.214637292828302
Saci_2375	0.725049169485374	7.36925211766579	0.0559198449078605	0.218120128318175
Saci_2181	0.603263981081097	8.53275503761292	0.0560127217735494	0.218120128318175
Saci_1399	-0.706401460794805	12.1708830518801	0.0570436140007361	0.219744770420754
Saci_2271	-0.803705928492016	7.29998573155836	0.0571605788469636	0.219744770420754
Saci_1620	0.705109248528468	7.67497332000909	0.0573341602225017	0.219744770420754
Saci_1600	-0.607239180822977	8.23524016297395	0.0574850343616605	0.219744770420754
Saci_0919	-0.612516680019642	9.9885115636441	0.0576198665833432	0.219744770420754
Saci_1839	0.655219926390519	7.95526389128603	0.0577576889021318	0.219744770420754
Saci_0479	0.721466594650794	8.91950590637463	0.058282846710857	0.22028639696895
Saci_0054	-0.959452208354525	6.98978800440798	0.0584545720362169	0.22028639696895
Saci_0552	0.578113938482583	8.78707751475622	0.0585655677742224	0.22028639696895
Saci_0744	-0.595088799217163	8.84965452854115	0.0592065251190182	0.221082005865052
Saci_0208	-0.631351532425429	8.37961856841946	0.059222370151162	0.221082005865052
Saci_0123	0.684364270511765	8.07285149863037	0.0594474139084548	0.221090943861781
Saci_1180	1.00232373846053	7.79578141533925	0.0597936332466896	0.221472614301373
Saci_0373	-0.665209091908736	10.4049515287995	0.0603718557046519	0.221472614301373
Saci_1342	-0.670483527297077	8.06592593726969	0.0607358689731963	0.221472614301373
Saci_1745	-0.600507726432868	8.91450710909926	0.0607401019307067	0.221472614301373
Saci_1490	-0.630476313748866	9.86175900209018	0.0607533256901325	0.221472614301373
Saci_2331	-0.605809450516931	10.0375210641738	0.0612271739744287	0.221472614301373
Saci_1202	-0.624237050194279	10.5058826506566	0.0612372135067759	0.221472614301373
Saci_2023	0.880167835828924	7.16620697654483	0.0614703799404178	0.221472614301373
Saci_2133	0.841999112629334	7.5347144139951	0.0615573429478136	0.221472614301373
Saci_0410	-0.723265285213965	8.61396828432432	0.0619847940224993	0.222205416838779
Saci_0932	0.707827103150684	7.84484190857218	0.0630830656748732	0.225329079910608
Saci_1372	-0.565147852170569	10.5422605043093	0.0636150020874633	0.226414684848929
Saci_2131	-0.681784051571271	8.92274489868028	0.0652767184068893	0.231499219207289
Saci_0169	0.599752461405118	8.23486196419262	0.0661355648546985	0.233710376870874
Saci_0659	-0.597755072065283	11.3449429322441	0.0666226249313086	0.234596689917693
Saci_0057	-0.558179063062668	12.3339524743038	0.0680217683244038	0.237869936262103
Saci_1557	-0.611858552002413	8.77246022193763	0.0680312808644887	0.237869936262103
Saci_1808	0.583989661638505	8.52761356531092	0.0685079329768515	0.238118893982898
Saci_2024	0.630930967702071	7.74671653888696	0.0685820782266958	0.238118893982898
Saci_2117	0.565011336125094	9.23658982594789	0.0688378011734255	0.238173995000737
Saci_1081	0.673202940479058	7.56601057709746	0.0694819772792398	0.239568067494045
Saci_2263	-0.64303750978541	8.95180369531536	0.0698581012381104	0.240031468960013
Saci_2170	0.585845912430143	10.0012304823677	0.0705850089429014	0.240942435461404
Saci_1012	-0.645909724790992	8.33818127069083	0.0706085082772091	0.240942435461404
Saci_1972	0.577608176959621	8.62534531278152	0.0713703031493243	0.242191460279045
Saci_1267	-0.625118852511056	11.5300953363986	0.0714623342011683	0.242191460279045
Saci_1434	-0.660835488057777	7.40751290574187	0.0727621514988547	0.24575787904205
Saci_0067	-0.561398726550744	9.89052638345691	0.073168995608864	0.246175694829871
Saci_0539	-0.645550657073042	7.43559815550277	0.0738308193794764	0.246175694829871
Saci_0917	0.590488615261329	8.26544714258602	0.0738758141923723	0.246175694829871
Saci_1014	-0.56183799150879	10.3786670244808	0.073877499556195	0.246175694829871
Saci_2241	-0.550389804389064	9.68979430623742	0.0742368061318685	0.246388115845519
Saci_2087	0.621149054941908	7.67052411675949	0.0744374972342957	0.246388115845519
Saci_1571	-0.581826504449263	8.67092236353091	0.0751497426088806	0.247030561505826
Saci_1153	0.56039331026284	9.52153966812581	0.0755608554537556	0.247030561505826
Saci_0074	-0.56691047689671	10.9529229010411	0.0755632158232327	0.247030561505826
Saci_0841	-0.584660471292099	9.18928200101225	0.075825698098035	0.247030561505826
Saci_0495	0.550847494793743	8.91459766082871	0.0759482663501922	0.247030561505826
Saci_2311	0.583224421352416	8.94958866008073	0.0761242213703753	0.247030561505826
Saci_1378	-0.605779143060805	7.88294505634768	0.0771994050018875	0.249410363245442
Saci_0483	0.602813908227092	7.72742533897439	0.0773599112584049	0.249410363245442
Saci_1139	0.533763234683859	9.38035913988362	0.0781085780221126	0.251009119663294
Saci_0869	0.723109036405386	7.41329680441755	0.0787413195222594	0.252226226727754
Saci_0499	-0.544521632693897	8.4470806598562	0.0793646771830263	0.252805973657083
Saci_0175	0.591497617076165	8.01662079311579	0.0794314841702012	0.252805973657083
Saci_0268	-0.562781437850036	10.1503515748289	0.079981550170469	0.253383253932217
Saci_1148	0.556255143481338	8.5171623214317	0.0801232041638632	0.253383253932217
Saci_0363	0.68352188163297	7.35008227603149	0.0807494921475189	0.254480209464272
Saci_0630	0.626487819246565	7.75565791050953	0.0812280312406374	0.254480209464272
Saci_0794	-0.641659738196523	8.03993567321489	0.0813079348300105	0.254480209464272
Saci_0847	-0.532816875227862	9.79817421147197	0.0816426021315712	0.254480209464272
Saci_0250	0.557560042226274	8.30846678226975	0.0818533593082112	0.254480209464272
Saci_1198	0.69828192071253	7.48984151918021	0.0820893672969376	0.254480209464272
Saci_0640	-0.600866840789763	10.6923377507457	0.0822639952044626	0.254480209464272
Saci_0331	-0.802941259468	6.81557731536147	0.0832189408409515	0.256634808245543
Saci_1104	-0.581090925359499	9.87673450888079	0.0835476305787821	0.256850765215884
Saci_2373	-0.531730393079048	9.01925187373437	0.0838908592189927	0.25691145908047
Saci_1727	0.6504990769077	7.44549422056974	0.0840848179266392	0.25691145908047
Saci_0021	-0.528171029131431	9.62332673982593	0.0848697132789343	0.25846329387379
Saci_1189	0.596646235047001	7.82983968704825	0.0851132901276227	0.25846329387379
Saci_1713	-0.658346677000335	9.77559802168924	0.0856540349319789	0.259312367949558
Saci_1032	0.602881419906269	7.70618086161339	0.0869973964997483	0.262578768158815
Saci_0566	-0.610212765053106	7.73583341669076	0.0880302077453528	0.264269696100024
Saci_0217	-0.532327574124673	8.52154463264934	0.0880898987000079	0.264269696100024
Saci_0201	0.812801738723388	7.31116265303744	0.0886888450196039	0.265265129832731
Saci_0870	0.651462577093795	7.45978413093968	0.0890879630026617	0.265365418220023
Saci_0897	0.670283180339603	8.00249214753077	0.0894377092525806	0.265365418220023
Saci_1195	-0.592188769031033	11.8003674700816	0.0895240836895346	0.265365418220023
Saci_1275	-0.821207539601114	8.13260233122934	0.0899702842307986	0.265894322146378
